detail_link,thumbnail,title,field,institution,satisfaction,language
https://www.kmooc.kr/view/course/detail/13458,https://lms.kmooc.kr/pluginfile.php/3203891/course/overviewfiles/%EA%B7%B8%EB%A6%BC10.png,스마트 팩토리에 대한 이해 : 우리는 제조업을 어떻게 스마트하게 만들 수 있는가?,공학 (컴퓨터 · 통신),상명대학교,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/14109,https://lms.kmooc.kr/pluginfile.php/3288603/course/overviewfiles/2024-2_%28%EC%8D%B8%EB%84%A4%EC%9D%BC%29_%EC%9B%A8%EC%96%B4%EB%9F%AC%EB%B8%94%EC%BB%B4%ED%93%A8%ED%84%B0%EB%94%94%EC%9E%90%EC%9D%B8.png,웨어러블 컴퓨터 디자인,공학 (컴퓨터 · 통신),세종대학교,4.1,한국어(ko)
https://www.kmooc.kr/view/course/detail/14111,https://lms.kmooc.kr/pluginfile.php/3288877/course/overviewfiles/3._%EC%9D%B8%EA%B3%B5%EC%8B%A0%EA%B2%BD%EB%A7%9D%EC%9D%84_%EC%9D%B4%EC%9A%A9%ED%95%9C_%EC%95%88%EC%A0%84%ED%95%9C_%EB%B9%84%ED%96%89_%EC%8D%B8%EB%84%A4%EC%9D%BC_V2.01_KAU_.png,인공신경망을 이용한 안전한 비행,공학 (컴퓨터 · 통신),한국항공대학교,4.6,한국어(ko)
https://www.kmooc.kr/view/course/detail/13428,https://lms.kmooc.kr/pluginfile.php/3200445/course/overviewfiles/%EA%B7%B8%EB%A6%BC12.png,인공지능시대의 사회적 쟁점,공학 (컴퓨터 · 통신),상명대학교,4.2,한국어(ko)
https://www.kmooc.kr/view/course/detail/13413,https://lms.kmooc.kr/pluginfile.php/3199225/course/overviewfiles/%EA%B7%B8%EB%A6%BC13.png,인지와 감성,공학 (컴퓨터 · 통신),상명대학교,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/14117,https://lms.kmooc.kr/pluginfile.php/3292183/course/overviewfiles/2024-2_%28%EC%8D%B8%EB%84%A4%EC%9D%BC%29_%EC%9D%BC%EB%B0%98%EC%9D%B8%EC%9D%84%EC%9C%84%ED%95%9C%EB%AC%BC%EB%A6%AC%EC%BD%94%EB%94%A9.png,일반인을 위한 물리 코딩,공학 (컴퓨터 · 통신),세종대학교,4.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13899,https://lms.kmooc.kr/pluginfile.php/3258980/course/overviewfiles/%EC%88%98%EC%A0%95_%EC%A0%9C%EB%A1%9C%ED%8A%B8%EB%9F%AC%EC%8A%A4%ED%8A%B8.png,제로트러스트 기술의 이해,공학 (컴퓨터 · 통신),대구대학교,4.4,한국어(ko)
https://www.kmooc.kr/view/course/detail/14118,https://lms.kmooc.kr/pluginfile.php/3292313/course/overviewfiles/2024-2_%28%EC%8D%B8%EB%84%A4%EC%9D%BC%29_%EC%BD%94%EB%94%A9%EA%B3%BC%EC%8A%A4%ED%86%A0%EB%A6%AC%ED%85%94%EB%A7%81.png,코딩과 스토리텔링,공학 (컴퓨터 · 통신),세종대학교,4.1,한국어(ko)
https://www.kmooc.kr/view/course/detail/13400,https://lms.kmooc.kr/pluginfile.php/3197162/course/overviewfiles/%EA%B7%B8%EB%A6%BC14.png,휴먼컴퓨터인터페이스,공학 (컴퓨터 · 통신),상명대학교,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13980,https://lms.kmooc.kr/pluginfile.php/3271383/course/overviewfiles/sum_mobile.png,인공지능과 모빌리티(AI+Mobility),공학 (컴퓨터 · 통신),호남대학교,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13979,https://lms.kmooc.kr/pluginfile.php/3271317/course/overviewfiles/sum_energy.png,인공지능과 에너지(AI+Energy),공학 (컴퓨터 · 통신),호남대학교,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13938,https://lms.kmooc.kr/pluginfile.php/3264461/course/overviewfiles/K-MOOC_24-2_%EC%8D%B8%EB%84%A4%EC%9D%BC%EB%AA%A8%EC%9D%8C-07.jpg,3D Printing 제품 모델링,공학 (컴퓨터 · 통신),한양여자대학교,4.5,한국어(ko)
https://www.kmooc.kr/view/course/detail/13676,https://lms.kmooc.kr/pluginfile.php/3231577/course/overviewfiles/24_3%EC%B0%A8%EC%9B%90.png,3차원 인식을 위한 다중시점 기하학과 인공지능,공학 (컴퓨터 · 통신),부산대학교,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/14188,https://lms.kmooc.kr/pluginfile.php/3301124/course/overviewfiles/2024-2-5%E3%85%8E.png,4차 산업혁명과 5G 무선통신,공학 (컴퓨터 · 통신),동국대학교,4.2,한국어(ko)
https://www.kmooc.kr/view/course/detail/13125,https://lms.kmooc.kr/pluginfile.php/3103530/course/overviewfiles/%EC%82%B0%EC%97%85%ED%98%81%EB%AA%85_%EC%8D%B8%EB%84%A4%EC%9D%BC%28500x340%29.png,"4차 산업혁명과 스마트기술 : 빅데이터, 인공지능 메타버스를 중심으로",공학 (컴퓨터 · 통신),전주대학교,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/14054,https://lms.kmooc.kr/pluginfile.php/3280293/course/overviewfiles/%EC%95%8C%EA%B3%A0%EB%A6%AC%EC%A6%98_%EC%8D%B8%EB%84%A4%EC%9D%BC_v1.0.png,AI 알고리즘,공학 (컴퓨터 · 통신),한국연구재단 산업교육센터,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13305,https://lms.kmooc.kr/pluginfile.php/3184315/course/overviewfiles/AI%EC%96%B4%EB%85%B8%ED%85%8C%EC%9D%B4%ED%84%B0.JPG,AI어노테이터,공학 (컴퓨터 · 통신),선문대학교,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13292,https://lms.kmooc.kr/pluginfile.php/3179135/course/overviewfiles/C%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D%20%EA%B0%9C%EB%A1%A0.JPG,C 프로그래밍 개론,공학 (컴퓨터 · 통신),선문대학교,4.2,한국어(ko)
https://www.kmooc.kr/view/course/detail/13226,https://lms.kmooc.kr/pluginfile.php/3145830/course/overviewfiles/Praat%EA%B8%B0%EC%B4%88%EB%B6%80%ED%84%B0%20%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8C%85%EA%B9%8C%EC%A7%80.jpg,Praat: 기초부터 스크립팅까지,공학 (컴퓨터 · 통신),영남대학교,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13939,https://lms.kmooc.kr/pluginfile.php/3264638/course/overviewfiles/K-MOOC_24-2_%EC%8D%B8%EB%84%A4%EC%9D%BC%EB%AA%A8%EC%9D%8C-08.jpg,SW 코딩 프로그래밍,공학 (컴퓨터 · 통신),한양여자대학교,4.5,한국어(ko)
https://www.kmooc.kr/view/course/detail/13561,https://lms.kmooc.kr/pluginfile.php/3214720/course/overviewfiles/swift%20%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D.png,Swift 프로그래밍,공학 (컴퓨터 · 통신),건국대학교(글로컬),0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13302,https://lms.kmooc.kr/pluginfile.php/3183488/course/overviewfiles/Tinker%20CAD.JPG,TinkerCAD를 활용한 아두이노 기반 사물인터넷(IoT) 프로그래밍 입문,공학 (컴퓨터 · 통신),선문대학교,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13848,https://lms.kmooc.kr/pluginfile.php/3252159/course/overviewfiles/%EA%B1%B4%EA%B5%AD%EB%8C%80%ED%95%99%EA%B5%90-%EA%B0%80%EC%83%81%ED%98%84%EC%8B%A4%28%EA%B9%80%ED%98%95%EC%84%9D%291.jpg,가상현실,공학 (컴퓨터 · 통신),한국연구재단 산업교육센터,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13936,https://lms.kmooc.kr/pluginfile.php/3264260/course/overviewfiles/K-MOOC_24-2_%EC%8D%B8%EB%84%A4%EC%9D%BC%EB%AA%A8%EC%9D%8C-09.jpg,가상현실과 미디어 기술,공학 (컴퓨터 · 통신),한양여자대학교,4.6,한국어(ko)
https://www.kmooc.kr/view/course/detail/10258,https://lms.kmooc.kr/pluginfile.php/2707766/course/overviewfiles/%EA%B0%9D%EC%B2%B4%EC%A7%80%ED%96%A5%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D_%EC%8D%B8%EB%84%A4%EC%9D%BC.jpg,객체지향프로그래밍(C++기반),공학 (컴퓨터 · 통신),한국연구재단 산업교육센터,0.0,한국어(ko)
https://www.kmooc.kr/view/course/detail/13999,https://lms.kmooc.kr/pluginfile.php/3274077/course/overviewfiles/%EC%8D%B8%EB%84%A4%EC%9D%BC_1.%EA%B3%B5%EA%B0%84%EC%A0%95%EB%B3%B4%EA%B8%B0%EC%B4%88_%ED%81%B0%EC%82%AC%EC%9D%B4%EC%A6%88%28530-333%29.jpg,공간정보 기초,공학 (컴퓨터 · 통신),서울디지털대학교,4.5,한국어(ko)
